도매시장코드,도매시장명,법인코드,도매법인명,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명
110001,서울가락도매,11000101,서울청과,5,서류,501,감자,50101,수미
110001,서울가락도매,11000101,서울청과,5,서류,501,감자,50199,기타
110001,서울가락도매,11000101,서울청과,5,서류,502,고구마,50204,호박고구마
110001,서울가락도매,11000101,서울청과,5,서류,502,고구마,50299,기타
110001,서울가락도매,11000101,서울청과,6,과실류,601,사과,60103,후지
110001,서울가락도매,11000101,서울청과,6,과실류,601,사과,60199,기타
110001,서울가락도매,11000101,서울청과,6,과실류,602,배,60201,신고
110001,서울가락도매,11000101,서울청과,6,과실류,603,포도,60399,기타
110001,서울가락도매,11000101,서울청과,6,과실류,605,단감,60501,부유
110001,서울가락도매,11000101,서울청과,6,과실류,611,참다래(키위),61103,그린
110001,서울가락도매,11000101,서울청과,6,과실류,612,바나나,61201,바나나(일반)
110001,서울가락도매,11000101,서울청과,6,과실류,612,바나나,61202,몽키
110001,서울가락도매,11000101,서울청과,6,과실류,613,파인애플,61301,파인애플(일반)
110001,서울가락도매,11000101,서울청과,6,과실류,614,감귤,61407,천헤향
110001,서울가락도매,11000101,서울청과,6,과실류,614,감귤,61499,기타
110001,서울가락도매,11000101,서울청과,6,과실류,615,만감,61504,한라봉
110001,서울가락도매,11000101,서울청과,6,과실류,615,만감,61506,진지향
110001,서울가락도매,11000101,서울청과,6,과실류,617,레몬,61701,레몬(일반)
110001,서울가락도매,11000101,서울청과,6,과실류,618,오렌지,61897,네블(수입)
110001,서울가락도매,11000101,서울청과,6,과실류,619,그레이프푸룻(자몽),61999,기타
110001,서울가락도매,11000101,서울청과,6,과실류,621,금감,62101,금감(일반)
110001,서울가락도매,11000101,서울청과,6,과실류,634,아보카도,63401,아보카도(일반)
110001,서울가락도매,11000101,서울청과,6,과실류,699,기타,69999,기타
110001,서울가락도매,11000101,서울청과,8,과일과채류,801,수박,80114,수박(일반)(꼭지절단)
110001,서울가락도매,11000101,서울청과,8,과일과채류,802,참외,80299,기타
110001,서울가락도매,11000101,서울청과,8,과일과채류,803,토마토,80301,토마토(일반)
110001,서울가락도매,11000101,서울청과,8,과일과채류,803,토마토,80399,기타
110001,서울가락도매,11000101,서울청과,8,과일과채류,804,딸기,80406,장희
110001,서울가락도매,11000101,서울청과,8,과일과채류,804,딸기,80408,육보
110001,서울가락도매,11000101,서울청과,8,과일과채류,804,딸기,80409,산딸기
110001,서울가락도매,11000101,서울청과,8,과일과채류,804,딸기,80411,매향
110001,서울가락도매,11000101,서울청과,8,과일과채류,804,딸기,80413,설향
110001,서울가락도매,11000101,서울청과,8,과일과채류,804,딸기,80424,죽향
110001,서울가락도매,11000101,서울청과,8,과일과채류,804,딸기,80499,기타
110001,서울가락도매,11000101,서울청과,8,과일과채류,805,메론,80501,네트계
110001,서울가락도매,11000101,서울청과,8,과일과채류,805,메론,80504,파파야계
110001,서울가락도매,11000101,서울청과,8,과일과채류,806,방울토마토,80601,방울토마토
110001,서울가락도매,11000101,서울청과,8,과일과채류,806,방울토마토,80602,송이토마토
110001,서울가락도매,11000101,서울청과,8,과일과채류,806,방울토마토,80603,대추방울
110001,서울가락도매,11000101,서울청과,9,과채류,901,오이,90101,취청
110001,서울가락도매,11000101,서울청과,9,과채류,901,오이,90102,백다다기
110001,서울가락도매,11000101,서울청과,9,과채류,902,호박,90201,애호박
110001,서울가락도매,11000101,서울청과,9,과채류,902,호박,90202,쥬키니호박
110001,서울가락도매,11000101,서울청과,9,과채류,902,호박,90205,단호박
110001,서울가락도매,11000101,서울청과,9,과채류,903,가지,90301,가지(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1001,배추,100104,월동배추
110001,서울가락도매,11000101,서울청과,10,엽경채류,1002,얼갈이배추,100201,얼갈이배추
110001,서울가락도매,11000101,서울청과,10,엽경채류,1004,양배추,100401,양배추(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1005,상추,100501,청상추
110001,서울가락도매,11000101,서울청과,10,엽경채류,1005,상추,100505,포기찹
110001,서울가락도매,11000101,서울청과,10,엽경채류,1005,상추,100510,쫑상추
110001,서울가락도매,11000101,서울청과,10,엽경채류,1006,열무,100601,열무(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1008,시금치,100801,시금치(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1008,시금치,100802,섬초
110001,서울가락도매,11000101,서울청과,10,엽경채류,1008,시금치,100803,포항초
110001,서울가락도매,11000101,서울청과,10,엽경채류,1010,부추,101001,부추(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1011,깻잎,101101,깻잎(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1011,깻잎,101199,기타
110001,서울가락도매,11000101,서울청과,10,엽경채류,1012,쑥갓,101201,쑥갓(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1013,갓,101301,갓(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1013,갓,101304,반청갓
110001,서울가락도매,11000101,서울청과,10,엽경채류,1014,근대,101401,근대(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1015,아욱,101501,아욱(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1018,냉이,101899,기타
110001,서울가락도매,11000101,서울청과,10,엽경채류,1021,비름,102199,기타
110001,서울가락도매,11000101,서울청과,10,엽경채류,1030,쑥,103001,쑥(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1031,청경채,103101,청경채(일반)
110001,서울가락도매,11000101,서울청과,10,엽경채류,1099,기타,109999,엽경채류(기타)
110001,서울가락도매,11000101,서울청과,11,근채류,1101,무,110105,저장무
110001,서울가락도매,11000101,서울청과,11,근채류,1103,당근,110301,당근(일반)
110001,서울가락도매,11000101,서울청과,11,근채류,1103,당근,110398,당근(수입)
110001,서울가락도매,11000101,서울청과,12,조미채소류,1201,양파,120102,만생양파
110001,서울가락도매,11000101,서울청과,12,조미채소류,1201,양파,120198,양파(수입)
110001,서울가락도매,11000101,서울청과,12,조미채소류,1202,대파,120201,대파(일반)
110001,서울가락도매,11000101,서울청과,12,조미채소류,1203,쪽파,120301,쪽파(일반)
110001,서울가락도매,11000101,서울청과,12,조미채소류,1203,쪽파,120302,깐쪽파
110001,서울가락도매,11000101,서울청과,12,조미채소류,1205,풋고추,120501,청양
110001,서울가락도매,11000101,서울청과,12,조미채소류,1205,풋고추,120502,청홍
110001,서울가락도매,11000101,서울청과,12,조미채소류,1205,풋고추,120503,녹광
110001,서울가락도매,11000101,서울청과,12,조미채소류,1205,풋고추,120505,청초(일반)
110001,서울가락도매,11000101,서울청과,12,조미채소류,1205,풋고추,120510,오이맛고추
110001,서울가락도매,11000101,서울청과,12,조미채소류,1205,풋고추,120599,기타
110001,서울가락도매,11000101,서울청과,12,조미채소류,1206,꽈리고추,120601,꽈리고추(일반)
110001,서울가락도매,11000101,서울청과,12,조미채소류,1208,홍고추,120801,홍고추(일반)
110001,서울가락도매,11000101,서울청과,12,조미채소류,1209,마늘,120905,풋마늘
110001,서울가락도매,11000101,서울청과,12,조미채소류,1209,마늘,120906,깐마늘
110001,서울가락도매,11000101,서울청과,13,양채류,1301,양상추,130103,양상추(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1302,피망(단고추),130202,홍피망
110001,서울가락도매,11000101,서울청과,13,양채류,1302,피망(단고추),130205,청피망
110001,서울가락도매,11000101,서울청과,13,양채류,1302,피망(단고추),130299,기타
110001,서울가락도매,11000101,서울청과,13,양채류,1304,셀러리(양미나리),130401,셀러리(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1305,적채,130501,적채(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1306,브로코리(녹색꽃양배추),130601,브로코리(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1308,파세리(향미나리),130801,파세리(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1309,방울양배추(스프로스),130901,방울양배추(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1310,빈스,131001,빈스(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1311,비트(붉은사탕무우),131101,비트(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1311,비트(붉은사탕무우),131198,비트(수입)
110001,서울가락도매,11000101,서울청과,13,양채류,1312,칼리플라워(꽃양배추),131201,칼리플라워(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1314,콜라비(순무양배추),131401,콜라비(일반)
110001,서울가락도매,11000101,서울청과,13,양채류,1315,아스파라가스,131599,기타
110001,서울가락도매,11000101,서울청과,13,양채류,1326,파프리카,132602,노랑파프리카
110001,서울가락도매,11000101,서울청과,13,양채류,1326,파프리카,132603,빨강파프리카
110001,서울가락도매,11000101,서울청과,13,양채류,1326,파프리카,132604,오렌지파프리카
110001,서울가락도매,11000101,서울청과,14,산채류,1401,취나물,140101,취나물(일반)
110001,서울가락도매,11000101,서울청과,14,산채류,1407,도라지,140701,도라지(일반)
110001,서울가락도매,11000101,서울청과,17,버섯류,1701,느타리버섯,170101,느타리버섯(일반)
110001,서울가락도매,11000101,서울청과,17,버섯류,1702,양송이,170201,양송이(일반)
110001,서울가락도매,11000101,서울청과,17,버섯류,1704,표고버섯,170401,표고버섯(일반)
110001,서울가락도매,11000101,서울청과,17,버섯류,1705,팽이버섯,170599,기타
110001,서울가락도매,11000101,서울청과,17,버섯류,1706,만가닥,170601,만가닥(일반)
110001,서울가락도매,11000101,서울청과,17,버섯류,1711,새송이,171101,새송이(일반)
110001,서울가락도매,11000101,서울청과,17,버섯류,1799,기타,179999,버섯류(기타)
110001,서울가락도매,11000102,농협가락(공),3,두류,304,완두,30401,완두(일반)
110001,서울가락도매,11000102,농협가락(공),5,서류,501,감자,50101,수미
110001,서울가락도매,11000102,농협가락(공),5,서류,502,고구마,50204,호박고구마
110001,서울가락도매,11000102,농협가락(공),6,과실류,601,사과,60103,후지
110001,서울가락도매,11000102,농협가락(공),6,과실류,601,사과,60139,미시마
110001,서울가락도매,11000102,농협가락(공),6,과실류,601,사과,60140,미안마
110001,서울가락도매,11000102,농협가락(공),6,과실류,601,사과,60145,로얄부사
110001,서울가락도매,11000102,농협가락(공),6,과실류,602,배,60201,신고
110001,서울가락도매,11000102,농협가락(공),6,과실류,603,포도,60398,수입포도
110001,서울가락도매,11000102,농협가락(공),6,과실류,605,단감,60501,부유
110001,서울가락도매,11000102,농협가락(공),6,과실류,607,곶감,60799,기타
110001,서울가락도매,11000102,농협가락(공),6,과실류,611,참다래(키위),61199,기타
110001,서울가락도매,11000102,농협가락(공),6,과실류,612,바나나,61298,바나나(수입)
110001,서울가락도매,11000102,농협가락(공),6,과실류,613,파인애플,61398,파인애플(수입)
110001,서울가락도매,11000102,농협가락(공),6,과실류,614,감귤,61404,비가림감귤
110001,서울가락도매,11000102,농협가락(공),6,과실류,614,감귤,61407,천헤향
110001,서울가락도매,11000102,농협가락(공),6,과실류,615,만감,61504,한라봉
110001,서울가락도매,11000102,농협가락(공),6,과실류,615,만감,61506,진지향
110001,서울가락도매,11000102,농협가락(공),6,과실류,618,오렌지,61898,오렌지(수입)
110001,서울가락도매,11000102,농협가락(공),6,과실류,619,그레이프푸룻(자몽),61901,그레이프푸룻(자몽)(일반)
110001,서울가락도매,11000102,농협가락(공),6,과실류,621,금감,62101,금감(일반)
110001,서울가락도매,11000102,농협가락(공),6,과실류,636,망고,63698,망고(수입)
110001,서울가락도매,11000102,농협가락(공),6,과실류,659,블루베리,65901,블루베리
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,801,수박,80114,수박(일반)(꼭지절단)
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,801,수박,80117,꿀수박(꼭지절단)
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,802,참외,80299,기타
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,803,토마토,80301,토마토(일반)
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,803,토마토,80303,완숙토마토
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,803,토마토,80399,기타
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,804,딸기,80406,장희
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,804,딸기,80408,육보
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,804,딸기,80409,산딸기
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,804,딸기,80413,설향
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,804,딸기,80499,기타
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,805,메론,80501,네트계
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,805,메론,80502,황색
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,805,메론,80504,파파야계
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,806,방울토마토,80601,방울토마토
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,806,방울토마토,80602,송이토마토
110001,서울가락도매,11000102,농협가락(공),8,과일과채류,806,방울토마토,80603,대추방울
110001,서울가락도매,11000102,농협가락(공),9,과채류,901,오이,90101,취청
110001,서울가락도매,11000102,농협가락(공),9,과채류,901,오이,90102,백다다기
110001,서울가락도매,11000102,농협가락(공),9,과채류,902,호박,90201,애호박
110001,서울가락도매,11000102,농협가락(공),9,과채류,902,호박,90202,쥬키니호박
110001,서울가락도매,11000102,농협가락(공),9,과채류,902,호박,90203,늙은호박
110001,서울가락도매,11000102,농협가락(공),9,과채류,902,호박,90205,단호박
110001,서울가락도매,11000102,농협가락(공),9,과채류,903,가지,90301,가지(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1001,배추,100108,쌈배추
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1001,배추,100199,기타
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1002,얼갈이배추,100201,얼갈이배추
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1005,상추,100501,청상추
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1005,상추,100502,적상추
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1005,상추,100504,적포기
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1006,열무,100601,열무(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1008,시금치,100801,시금치(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1008,시금치,100802,섬초
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1008,시금치,100803,포항초
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1009,미나리,100901,미나리(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1009,미나리,100902,돌미나리
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1010,부추,101001,부추(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1010,부추,101002,영양부추
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1011,깻잎,101101,깻잎(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1011,깻잎,101103,깻잎순
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1012,쑥갓,101201,쑥갓(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1018,냉이,101801,일반냉이
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1020,달래,102001,달래(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1024,머위대,102403,머위잎
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1025,고추잎,102501,생고추잎
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1030,쑥,103001,쑥(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1031,청경채,103101,청경채(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1037,속새,103701,속새(일반)
110001,서울가락도매,11000102,농협가락(공),10,엽경채류,1041,가죽나물,104101,가죽나물(일반)
110001,서울가락도매,11000102,농협가락(공),11,근채류,1101,무,110199,기타
110001,서울가락도매,11000102,농협가락(공),11,근채류,1103,당근,110301,당근(일반)
110001,서울가락도매,11000102,농협가락(공),11,근채류,1103,당근,110399,기타
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1201,양파,120199,기타
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1203,쪽파,120301,쪽파(일반)
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1203,쪽파,120302,깐쪽파
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1205,풋고추,120501,청양
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1205,풋고추,120503,녹광
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1205,풋고추,120505,청초(일반)
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1205,풋고추,120510,오이맛고추
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1206,꽈리고추,120601,꽈리고추(일반)
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1208,홍고추,120801,홍고추(일반)
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1208,홍고추,120802,홍청양
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1209,마늘,120905,풋마늘
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1209,마늘,120906,깐마늘
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1210,생강,121001,생강(일반)
110001,서울가락도매,11000102,농협가락(공),12,조미채소류,1216,겨자,121601,겨자(일반)
110001,서울가락도매,11000102,농협가락(공),13,양채류,1301,양상추,130103,양상추(일반)
110001,서울가락도매,11000102,농협가락(공),13,양채류,1302,피망(단고추),130202,홍피망
110001,서울가락도매,11000102,농협가락(공),13,양채류,1302,피망(단고추),130205,청피망
110001,서울가락도매,11000102,농협가락(공),13,양채류,1305,적채,130501,적채(일반)
110001,서울가락도매,11000102,농협가락(공),13,양채류,1306,브로코리(녹색꽃양배추),130601,브로코리(일반)
110001,서울가락도매,11000102,농협가락(공),13,양채류,1312,칼리플라워(꽃양배추),131201,칼리플라워(일반)
110001,서울가락도매,11000102,농협가락(공),13,양채류,1326,파프리카,132602,노랑파프리카
110001,서울가락도매,11000102,농협가락(공),13,양채류,1326,파프리카,132603,빨강파프리카
110001,서울가락도매,11000102,농협가락(공),13,양채류,1326,파프리카,132604,오렌지파프리카
110001,서울가락도매,11000102,농협가락(공),14,산채류,1401,취나물,140104,곰취나물
110001,서울가락도매,11000102,농협가락(공),14,산채류,1401,취나물,140199,기타
110001,서울가락도매,11000102,농협가락(공),14,산채류,1402,고사리,140201,생고사리
110001,서울가락도매,11000102,농협가락(공),14,산채류,1403,두릅,140399,기타
110001,서울가락도매,11000102,농협가락(공),14,산채류,1406,참나물,140601,참나물(일반)
110001,서울가락도매,11000102,농협가락(공),14,산채류,1407,도라지,140799,기타
110001,서울가락도매,11000102,농협가락(공),14,산채류,1409,더덕,140999,기타
110001,서울가락도매,11000102,농협가락(공),14,산채류,1410,원추리,141001,원추리(일반)
110001,서울가락도매,11000102,농협가락(공),14,산채류,1417,민들레,141701,민들레(일반)
110001,서울가락도매,11000102,농협가락(공),14,산채류,1420,방풍나물,142001,방풍나물(일반)
110001,서울가락도매,11000102,농협가락(공),16,특용작물류,1606,유채,160601,식용
110001,서울가락도매,11000102,농협가락(공),17,버섯류,1701,느타리버섯,170199,기타
110001,서울가락도매,11000102,농협가락(공),17,버섯류,1702,양송이,170299,기타
110001,서울가락도매,11000102,농협가락(공),17,버섯류,1704,표고버섯,170499,기타
110001,서울가락도매,11000102,농협가락(공),17,버섯류,1705,팽이버섯,170501,팽이1호
110001,서울가락도매,11000102,농협가락(공),17,버섯류,1706,만가닥,170601,만가닥(일반)
110001,서울가락도매,11000102,농협가락(공),17,버섯류,1711,새송이,171101,새송이(일반)
110001,서울가락도매,11000103,중앙청과,3,두류,304,완두,30401,완두(일반)
110001,서울가락도매,11000103,중앙청과,5,서류,501,감자,50101,수미
110001,서울가락도매,11000103,중앙청과,5,서류,502,고구마,50204,호박고구마
110001,서울가락도매,11000103,중앙청과,5,서류,502,고구마,50299,기타
110001,서울가락도매,11000103,중앙청과,6,과실류,601,사과,60103,후지
110001,서울가락도매,11000103,중앙청과,6,과실류,601,사과,60139,미시마
110001,서울가락도매,11000103,중앙청과,6,과실류,601,사과,60140,미안마
110001,서울가락도매,11000103,중앙청과,6,과실류,601,사과,60145,로얄부사
110001,서울가락도매,11000103,중앙청과,6,과실류,602,배,60201,신고
110001,서울가락도매,11000103,중앙청과,6,과실류,603,포도,60398,수입포도
110001,서울가락도매,11000103,중앙청과,6,과실류,603,포도,60399,기타
110001,서울가락도매,11000103,중앙청과,6,과실류,605,단감,60599,기타
110001,서울가락도매,11000103,중앙청과,6,과실류,609,모과,60901,모과(일반)
110001,서울가락도매,11000103,중앙청과,6,과실류,611,참다래(키위),61103,그린
110001,서울가락도매,11000103,중앙청과,6,과실류,612,바나나,61201,바나나(일반)
110001,서울가락도매,11000103,중앙청과,6,과실류,613,파인애플,61304,골드
110001,서울가락도매,11000103,중앙청과,6,과실류,614,감귤,61405,하우스감귤
110001,서울가락도매,11000103,중앙청과,6,과실류,614,감귤,61407,천헤향
110001,서울가락도매,11000103,중앙청과,6,과실류,615,만감,61504,한라봉
110001,서울가락도매,11000103,중앙청과,6,과실류,615,만감,61506,진지향
110001,서울가락도매,11000103,중앙청과,6,과실류,617,레몬,61701,레몬(일반)
110001,서울가락도매,11000103,중앙청과,6,과실류,618,오렌지,61801,청견
110001,서울가락도매,11000103,중앙청과,6,과실류,618,오렌지,61897,네블(수입)
110001,서울가락도매,11000103,중앙청과,6,과실류,619,그레이프푸룻(자몽),61999,기타
110001,서울가락도매,11000103,중앙청과,6,과실류,621,금감,62101,금감(일반)
110001,서울가락도매,11000103,중앙청과,6,과실류,636,망고,63601,망고(일반)
110001,서울가락도매,11000103,중앙청과,6,과실류,659,블루베리,65901,블루베리
110001,서울가락도매,11000103,중앙청과,8,과일과채류,801,수박,80114,수박(일반)(꼭지절단)
110001,서울가락도매,11000103,중앙청과,8,과일과채류,802,참외,80299,기타
110001,서울가락도매,11000103,중앙청과,8,과일과채류,803,토마토,80301,토마토(일반)
110001,서울가락도매,11000103,중앙청과,8,과일과채류,803,토마토,80399,기타
110001,서울가락도매,11000103,중앙청과,8,과일과채류,804,딸기,80406,장희
110001,서울가락도매,11000103,중앙청과,8,과일과채류,804,딸기,80408,육보
110001,서울가락도매,11000103,중앙청과,8,과일과채류,804,딸기,80409,산딸기
110001,서울가락도매,11000103,중앙청과,8,과일과채류,804,딸기,80413,설향
110001,서울가락도매,11000103,중앙청과,8,과일과채류,804,딸기,80499,기타
110001,서울가락도매,11000103,중앙청과,8,과일과채류,805,메론,80501,네트계
110001,서울가락도매,11000103,중앙청과,8,과일과채류,805,메론,80504,파파야계
110001,서울가락도매,11000103,중앙청과,8,과일과채류,806,방울토마토,80601,방울토마토
110001,서울가락도매,11000103,중앙청과,8,과일과채류,806,방울토마토,80603,대추방울
110001,서울가락도매,11000103,중앙청과,8,과일과채류,899,기타,89999,기타
110001,서울가락도매,11000103,중앙청과,9,과채류,901,오이,90101,취청
110001,서울가락도매,11000103,중앙청과,9,과채류,901,오이,90102,백다다기
110001,서울가락도매,11000103,중앙청과,9,과채류,902,호박,90201,애호박
110001,서울가락도매,11000103,중앙청과,9,과채류,902,호박,90202,쥬키니호박
110001,서울가락도매,11000103,중앙청과,9,과채류,902,호박,90204,풋호박
110001,서울가락도매,11000103,중앙청과,9,과채류,902,호박,90205,단호박
110001,서울가락도매,11000103,중앙청과,9,과채류,903,가지,90301,가지(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1001,배추,100101,봄배추
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1001,배추,100108,쌈배추
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1002,얼갈이배추,100201,얼갈이배추
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1004,양배추,100401,양배추(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1005,상추,100501,청상추
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1005,상추,100504,적포기
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1005,상추,100505,포기찹
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1005,상추,100510,쫑상추
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1005,상추,100599,기타
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1006,열무,100601,열무(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1008,시금치,100801,시금치(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1008,시금치,100802,섬초
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1008,시금치,100803,포항초
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1009,미나리,100901,미나리(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1009,미나리,100902,돌미나리
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1010,부추,101001,부추(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1010,부추,101002,영양부추
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1011,깻잎,101101,깻잎(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1012,쑥갓,101201,쑥갓(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1013,갓,101399,기타
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1014,근대,101401,근대(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1014,근대,101402,적근대
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1015,아욱,101501,아욱(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1018,냉이,101801,일반냉이
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1022,고들빼기,102201,고들빼기(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1024,머위대,102403,머위잎
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1025,고추잎,102501,생고추잎
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1030,쑥,103001,쑥(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1031,청경채,103101,청경채(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1037,속새,103701,속새(일반)
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1050,겨자채,105002,적겨자채
110001,서울가락도매,11000103,중앙청과,10,엽경채류,1099,기타,109999,엽경채류(기타)
110001,서울가락도매,11000103,중앙청과,11,근채류,1103,당근,110301,당근(일반)
110001,서울가락도매,11000103,중앙청과,11,근채류,1103,당근,110398,당근(수입)
110001,서울가락도매,11000103,중앙청과,11,근채류,1105,연근,110503,통연근
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1201,양파,120106,자주양파
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1201,양파,120198,양파(수입)
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1201,양파,120199,기타
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1202,대파,120201,대파(일반)
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1202,대파,120202,깐대파
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1203,쪽파,120301,쪽파(일반)
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1203,쪽파,120302,깐쪽파
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1205,풋고추,120501,청양
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1205,풋고추,120503,녹광
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1205,풋고추,120510,오이맛고추
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1205,풋고추,120599,기타
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1206,꽈리고추,120601,꽈리고추(일반)
110001,서울가락도매,11000103,중앙청과,12,조미채소류,1208,홍고추,120801,홍고추(일반)
